"Statistic Label","Census Year","Towns 2022","Means of Travel","UNIT","VALUE"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Glencullen, Co Dublin","Car Driver","Number","115"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Glencullen, Co Dublin","Car passenger","Number","71"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Glencullen, Co Dublin","Van","Number","18"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Glencullen, Co Dublin","Other (incl. lorry)","Number","1"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Glencullen, Co Dublin","Work mainly at or from home","Number","17"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Glencullen, Co Dublin","Not stated","Number","13"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Glencullen, Co Dublin","Total","Number","281"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Leixlip, Co Kildare","On Foot","Number","1960"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Leixlip, Co Kildare","Bicycle","Number","369"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Leixlip, Co Kildare","Bus, minibus or coach","Number","1118"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Leixlip, Co Kildare","Train, DART or LUAS","Number","921"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Leixlip, Co Kildare","Motorcycle or scooter","Number","47"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Leixlip, Co Kildare","Car Driver","Number","3983"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Leixlip, Co Kildare","Car passenger","Number","1540"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Leixlip, Co Kildare","Van","Number","374"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Leixlip, Co Kildare","Other (incl. lorry)","Number","16"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Leixlip, Co Kildare","Work mainly at or from home","Number","1137"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Leixlip, Co Kildare","Not stated","Number","514"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Leixlip, Co Kildare","Total","Number","11979"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyoulster, Co Kildare","On Foot","Number","18"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyoulster, Co Kildare","Bicycle","Number","12"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyoulster, Co Kildare","Bus, minibus or coach","Number","40"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyoulster, Co Kildare","Train, DART or LUAS","Number","5"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyoulster, Co Kildare","Motorcycle or scooter","Number","1"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyoulster, Co Kildare","Car Driver","Number","109"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyoulster, Co Kildare","Car passenger","Number","50"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyoulster, Co Kildare","Van","Number","9"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyoulster, Co Kildare","Other (incl. lorry)","Number","1"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyoulster, Co Kildare","Work mainly at or from home","Number","19"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyoulster, Co Kildare","Not stated","Number","20"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Ballyoulster, Co Kildare","Total","Number","284"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kilteel, Co Kildare","On Foot","Number","1"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kilteel, Co Kildare","Bicycle","Number","1"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kilteel, Co Kildare","Bus, minibus or coach","Number","21"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kilteel, Co Kildare","Train, DART or LUAS","Number","4"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kilteel, Co Kildare","Motorcycle or scooter","Number","2"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kilteel, Co Kildare","Car Driver","Number","92"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kilteel, Co Kildare","Car passenger","Number","35"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kilteel, Co Kildare","Van","Number","8"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kilteel, Co Kildare","Other (incl. lorry)","Number","0"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kilteel, Co Kildare","Work mainly at or from home","Number","19"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kilteel, Co Kildare","Not stated","Number","3"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Kilteel, Co Kildare","Total","Number","186"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Celbridge, Co Kildare","On Foot","Number","1894"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Celbridge, Co Kildare","Bicycle","Number","903"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Celbridge, Co Kildare","Bus, minibus or coach","Number","1956"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Celbridge, Co Kildare","Train, DART or LUAS","Number","446"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Celbridge, Co Kildare","Motorcycle or scooter","Number","62"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Celbridge, Co Kildare","Car Driver","Number","5678"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Celbridge, Co Kildare","Car passenger","Number","2259"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Celbridge, Co Kildare","Van","Number","518"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Celbridge, Co Kildare","Other (incl. lorry)","Number","17"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Celbridge, Co Kildare","Work mainly at or from home","Number","1329"
"Usually resident by means of travel to work, school, college or childcare (total)","2022","Celbridge, Co Kildare","Not stated","Number","579"
